SCENARIO_ID;ARRIVAL_ID;BEAM;LENGTH;DRAFT;IS_NEW_PANAMAX;IS_PASSENGER;IS_RORO;ARRIVAL_D;ARRIVAL_H;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;METOCEAN_UNDOCK_QUEUE_TIME;CHANNEL_UNDOCK_QUEUE_TIME;TOTAL_UNDOCK_QUEUE_TIME;OPERATION_DURATION;REAL_DOCK_D;REAL_DOCK_H;REAL_UNDOCK_D;REAL_UNDOCK_H;REAL_BERTH;TERMINAL;MARKET_CATEGORY;BERTH;TRANSIT_IN_START_D;TRANSIT_IN_START_H;BERTH_ARRIVAL_D;BERTH_ARRIVAL_H;OPERATION_START_D;OPERATION_START_H;OPERATION_END_D;OPERATION_END_H;BERTH_DEPARTURE_D;BERTH_DEPARTURE_H;TRANSIT_OUT_END_D;TRANSIT_OUT_END_H
S014;2469;32.0;183.1;10.2;0;0;0;141;09:17;16.67;0.0;5.33;22.0;0.0;0.58;0.58;93.33333333333333;141;09:40;146;03:40;BERÇO IB BC;AGEO_TERMINAIS;GL;BERÇO IB OE;142;07:20;142;08:40;142;08:40;146;06:00;146;06:35;146;08:15
S014;2470;32.0;179.9;8.1;0;0;1;141;12:36;13.33;16.75;0.0;30.08;0.0;0.0;0.0;27.25;141;16:45;142;21:42;BERÇO TEV;TEV;RORO;BERÇO TEV;142;18:45;142;20:00;142;20:00;143;23:15;143;23:15;144;00:10
S014;2471;44.0;268.03;13.8;0;0;0;141;13:30;12.5;0.0;1.0;13.5;0.0;0.0;0.0;52.166666666666664;141;21:45;144;05:29;BERÇO TECON 3;SANTOSBR;CGC;BERÇO TECON 2;142;03:00;142;03:50;142;03:50;144;08:00;144;08:00;144;09:10
S014;2472;40.0;277.32;11.4;0;0;0;141;14:24;11.92;0.0;5.17;17.08;0.0;0.25;0.25;21.833333333333332;143;04:35;144;05:35;BERÇO BTP 1;BTP;CGC;BERÇO BTP 2;142;07:30;142;09:15;142;09:15;143;07:05;143;07:20;143;08:45
S014;2473;32.0;228.99;6.78;0;0;0;141;15:00;11.0;2.33;0.0;13.33;4.83;0.33;5.17;59.833333333333336;141;16:14;144;08:38;BERÇO CUTRALE;CUTRALE - GSA - E;GSA - E;BERÇO CUTRALE;142;04:20;142;05:20;142;05:20;144;17:10;144;22:20;144;23:00
S014;2474;45.0;299.9;11.6;0;0;0;141;19:00;7.0;0.0;1.17;8.17;0.0;0.5;0.5;25.75;142;01:58;143;06:50;BERÇO TECON 1.2;SANTOSBR;CGC;BERÇO TECON 1.2;142;03:10;142;04:00;142;04:00;143;05:45;143;06:15;143;07:25
S014;2475;44.0;299.95;10.4;0;0;0;141;19:05;28.92;5.58;0.0;34.5;0.0;0.83;0.83;13.333333333333334;144;09:16;144;23:53;BERÇO BTP 1;BTP;CGC;BERÇO BTP 1;143;05:35;143;07:00;143;07:00;143;20:20;143;21:10;143;22:55
S014;2476;43.0;335.07;11.2;0;0;0;141;20:00;3.0;0.0;20.33;23.33;0.0;0.0;0.0;19.75;141;22:30;142;20:42;BERÇO BTP 1;BTP;CGC;BERÇO BTP 3;142;19:20;142;21:05;142;21:05;143;16:50;143;16:50;143;18:15
S014;2477;32.0;229.0;7.6;0;0;0;141;20:15;7.92;13.67;0.83;22.42;0.0;0.0;0.0;44.833333333333336;141;21:55;143;22:50;BERÇO ARM 12A;OUTROS_PAQUETA;CGNC;BERÇO ARM 12A;142;18:40;142;20:05;142;20:05;144;16:55;144;16:55;144;18:00
S014;2478;37.0;227.92;10.0;0;0;0;141;22:15;3.75;0.33;1.17;5.25;0.0;0.0;0.0;21.166666666666668;141;23:22;142;22:28;BERÇO DPW 1;DPW - CGC;CGC;BERÇO DPW 1;142;03:30;142;04:45;142;04:45;143;01:55;143;01:55;143;03:30
S014;2479;37.0;255.36;9.65;0;0;0;141;22:48;3.17;0.0;6.58;9.75;0.0;0.0;0.0;20.833333333333332;142;19:13;143;17:40;BERÇO BTP 3;BTP;CGC;BERÇO BTP 1;142;08:35;142;10:00;142;10:00;143;06:50;143;06:50;143;08:35
S014;2480;48.0;333.2;11.3;0;0;0;142;02:28;0.0;8.92;18.58;27.5;0.0;0.92;0.92;13.333333333333334;142;09:32;143;00:18;BERÇO BTP 2;BTP;CGC;BERÇO BTP 2;143;06:00;143;07:25;143;07:25;143;20:45;143;21:40;143;23:25
S014;2481;36.0;228.9;7.85;0;0;0;142;08:00;71.17;14.58;0.0;85.75;0.0;0.17;0.17;75.41666666666667;146;14:05;149;20:40;BERÇO ARM 39;ADM;GSA - E;BERÇO ARM 39;145;21:45;145;22:45;145;22:45;149;02:10;149;02:20;149;03:00
S014;2482;40.0;306.0;9.9;0;0;0;142;11:18;0.0;13.67;0.0;13.67;0.0;0.5;0.5;18.5;143;04:25;144;01:55;BERÇO DPW 1;DPW - CGC;CGC;BERÇO DPW 1;143;01:00;143;02:15;143;02:15;143;20:45;143;21:15;143;22:50
S014;2483;32.0;225.0;7.5;0;0;0;142;12:00;0.0;0.0;0.0;0.0;0.42;1.75;2.17;97.33333333333333;142;13:40;146;19:30;BERÇO ARM 23;OUTROS_OUT;CGNC;BERÇO ARM 25;142;12:00;142;12:55;142;12:55;146;14:15;146;16:25;146;17:40
S014;2484;32.0;225.0;7.2;0;0;0;142;12:00;329.83;12.75;0.0;342.58;0.0;0.33;0.33;51.0;157;15:19;159;23:20;BERÇO TEG;TEG;GSA - E;BERÇO TEG;156;18:35;156;19:40;156;19:40;158;22:40;158;23:00;158;23:45
S014;2485;36.0;210.0;10.5;0;0;0;142;13:00;0.0;0.0;0.08;0.08;0.0;0.0;0.0;64.66666666666667;142;13:20;145;11:05;BERÇO ARM 34;OUTROS_LIBRA;CGNC;BERÇO ARM 34;142;13:05;142;14:15;142;14:15;145;06:55;145;06:55;145;07:45
S014;2486;21.0;139.95;5.85;0;0;0;142;13:00;0.0;0.0;0.0;0.0;0.0;0.25;0.25;30.916666666666668;142;14:16;144;09:54;BERÇO AL 04;OUTROS_ALAMOA;CGNC;BERÇO AL 04;142;13:00;142;14:50;142;14:50;143;21:45;143;22:00;143;23:30
S014;2487;32.0;224.98;7.23;0;0;0;142;13:06;34.83;0.0;0.42;35.25;0.0;0.0;0.0;35.25;145;13:14;147;05:42;BERÇO TGG;TGG;GSA - E;BERÇO TGG;144;00:25;144;01:30;144;01:30;145;12:45;145;12:45;145;13:30
S014;2488;32.0;229.0;7.52;0;0;0;142;13:07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.083333333333336;142;13:45;144;16:10;BERÇO ARM 39;ADM;GSA - E;BERÇO ARM 39;142;13:10;142;14:10;142;14:10;144;09:15;144;09:15;144;09:55
S014;2489;30.0;210.54;9.7;0;0;0;142;13:19;10.67;0.0;0.08;10.75;0.0;1.17;1.17;23.333333333333332;144;14:31;145;17:00;BERÇO TECON 1.2;SANTOSBR;CGC;BERÇO TECON 1.1;143;00:05;143;00:55;143;00:55;144;00:15;144;01:25;144;02:35
S014;2490;27.4;183.98;7.4;0;0;0;142;13:24;10.58;9.08;0.0;19.67;0.0;0.33;0.33;32.25;144;13:16;146;04:13;BERÇO AL 01;TRANSPETRO;GL;BERÇO AL 01;143;09:05;143;10:55;143;10:55;144;19:10;144;19:30;144;21:00
S014;2491;32.0;210.96;9.1;0;0;0;142;15:00;0.33;18.08;6.08;24.5;0.0;0.08;0.08;19.083333333333332;143;17:50;144;16:22;BERÇO BTP 3;BTP;CGC;BERÇO BTP 3;143;15:30;143;16:55;143;16:55;144;12:00;144;12:05;144;13:50
S014;2492;32.0;199.94;7.4;0;0;1;142;15:30;12.75;43.33;1.17;57.25;0.0;0.0;0.0;35.833333333333336;144;16:14;146;06:05;BERÇO TEV;TEV;RORO;BERÇO TEV;145;00:45;145;02:00;145;02:00;146;13:50;146;13:50;146;14:45
S014;2493;32.0;183.06;9.0;0;0;0;142;19:42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.75;143;06:06;145;07:30;BERÇO DOW;DOW;GL;BERÇO DOW;142;19:45;142;20:25;142;20:25;144;19:10;144;19:10;144;20:10
S014;2494;32.0;262.08;10.04;0;0;0;142;21:00;0.0;4.25;0.0;4.25;0.0;0.0;0.0;19.5;143;11:35;144;11:12;BERÇO TECON 1.2;SANTOSBR;CGC;BERÇO TECON 3;143;01:15;143;02:05;143;02:05;143;21:35;143;21:35;143;22:45
S014;2495;43.0;318.24;9.5;0;0;0;142;22:12;2.58;19.5;0.0;22.08;0.33;0.83;1.17;16.833333333333332;144;22:54;145;21:17;BERÇO BTP 3;BTP;CGC;BERÇO BTP 2;143;20:20;143;21:45;143;21:45;144;14:35;144;15:45;144;17:30
S014;2496;35.0;223.98;9.6;0;0;0;142;22:15;1.75;4.75;0.92;7.42;0.0;0.33;0.33;28.083333333333332;144;15:13;146;03:50;BERÇO TECON 1.1;SANTOSBR;CGC;BERÇO TECON 1.2;143;05:40;143;06:30;143;06:30;144;10:35;144;10:55;144;12:05
S014;2497;37.0;215.4;6.85;0;0;0;142;22:40;217.33;0.0;0.58;217.92;4.08;0.0;4.08;205.83333333333334;153;19:00;162;12:45;BERÇO ARM 35P2;OUTROS_MACUCO;CGNC;BERÇO ARM 32;152;00:35;152;01:45;152;01:45;160;15:35;160;19:40;160;20:30
S014;2498;32.0;224.98;10.4;0;0;0;142;23:00;75.08;1.33;22.25;98.67;0.0;1.5;1.5;165.41666666666666;147;20:30;154;22:24;BERÇO TIPLAM 4;TIPLAM - GSM - I;GSM - I;BERÇO TIPLAM 2;147;01:40;147;03:35;147;03:35;154;01:00;154;02:30;154;04:55
S014;2499;32.0;224.98;14.01;0;0;0;143;00:01;0.0;0.0;0.08;0.08;0.0;0.25;0.25;58.916666666666664;143;05:10;145;20:37;BERÇO TERMAG;TERMAG;GSM - I;BERÇO TERMAG;143;00:10;143;00:55;143;00:55;145;11:50;145;12:05;145;13:10
S014;2500;48.0;299.18;9.8;0;0;0;143;01:36;23.42;13.33;0.0;36.75;0.0;0.08;0.08;38.666666666666664;145;03:30;146;22:13;BERÇO BTP 1;BTP;CGC;BERÇO BTP 2;144;14:25;144;16:10;144;16:10;146;06:50;146;06:55;146;08:20
S014;2501;32.0;199.97;8.3;0;0;1;143;01:56;50.33;20.17;21.08;91.58;0.0;0.58;0.58;27.5;146;09:30;147;21:07;BERÇO TEV;TEV;RORO;BERÇO TEV;146;21:35;146;22:50;146;22:50;148;02:20;148;02:55;148;03:50
S014;2502;32.0;229.0;12.96;0;0;0;143;04:00;0.0;0.0;0.0;0.0;0.0;0.17;0.17;8.5;143;04:55;143;19:10;BERÇO ARM 19;TGRAO;GSA - E;BERÇO OUT 3;143;04:00;143;05:15;143;05:15;143;13:45;143;13:55;143;14:50
S014;2503;32.0;229.0;7.3;0;0;0;143;06:40;64.0;1.33;3.5;68.83;0.0;3.08;3.08;43.083333333333336;147;09:02;149;10:40;BERÇO TGG;TGG;GSA - E;BERÇO TGG;146;03:30;146;04:35;146;04:35;147;23:40;148;02:45;148;03:30
S014;2504;33.0;229.0;7.2;0;0;0;143;07:00;0.33;0.0;1.83;2.17;0.33;0.08;0.42;81.75;143;17:20;147;10:23;BERÇO TEG;TEG;GSA - E;BERÇO TEG;143;09:10;143;10:15;143;10:15;146;20:00;146;20:25;146;21:10
S014;2505;48.0;333.2;11.3;0;0;0;143;10:00;0.83;9.0;0.0;9.83;13.0;0.17;13.17;28.25;143;11:32;144;17:15;BERÇO BTP 2;BTP;CGC;BERÇO BTP 1;143;19:50;143;21:15;143;21:15;145;01:30;145;14:40;145;16:25
S014;2506;23.0;164.34;8.9;0;0;0;143;14:00;10.42;19.83;0.0;30.25;0.0;0.42;0.42;29.0;145;11:30;146;21:00;BERÇO DOW;DOW;GL;BERÇO DOW;144;20:15;144;20:55;144;20:55;146;01:55;146;02:20;146;03:20
S014;2507;30.0;218.45;8.5;0;0;0;143;15:20;3.33;2.17;0.0;5.5;0.0;0.58;0.58;23.666666666666668;144;08:27;145;14:03;BERÇO TECON 2;SANTOSBR;CGC;BERÇO TECON 3;143;20:50;143;21:40;143;21:40;144;21:20;144;21:55;144;23:05
S014;2508;21.0;134.75;8.2;0;0;0;143;15:40;105.67;16.83;0.0;122.5;10.58;0.5;11.08;43.666666666666664;149;17:23;151;18:05;BERÇO IB BC;AGEO_TERMINAIS;GL;BERÇO Ageo I;148;18:10;148;19:30;148;19:30;150;15:10;151;02:15;151;03:55
S014;2509;33.0;201.8;9.7;0;0;0;143;21:24;49.25;0.0;1.08;50.33;0.0;0.0;0.0;73.5;147;15:36;150;22:10;BERÇO DPW 4;DPW - CGNC;CGNC;BERÇO DPW 3;145;23:45;146;01:15;146;01:15;149;02:45;149;02:45;149;03:55
S014;2510;33.0;201.8;7.5;0;0;0;143;21:24;26.58;0.0;0.83;27.42;0.0;0.42;0.42;32.0;146;01:55;147;14:30;BERÇO ARM 32;AUTORIDADE_MACUCO;CGNC;BERÇO ARM 32;145;00:50;145;02:00;145;02:00;146;10:00;146;10:25;146;11:15
S014;2511;32.0;229.0;8.7;0;0;0;143;22:50;0.33;0.0;1.33;1.67;0.0;0.0;0.0;45.5;143;23:40;146;03:25;BERÇO ARM 37;AUTORIDADE_PONTA;CGNC;BERÇO ARM 37;144;00:30;144;01:30;144;01:30;145;23:00;145;23:00;145;23:40
S014;2512;32.0;229.0;7.6;0;0;0;144;00:42;96.58;21.25;0.0;117.83;3.42;0.92;4.33;49.083333333333336;149;13:30;151;19:10;BERÇO TGG;TGG;GSA - E;BERÇO TGG;148;22:35;148;23:40;148;23:40;151;00:45;151;05:05;151;05:50
S014;2513;28.0;198.0;7.3;0;0;0;144;00:42;0.0;0.0;0.25;0.25;0.0;0.0;0.0;6.25;145;10:55;145;22:03;BERÇO DPW 1;DPW - CGC;CGC;BERÇO DPW 1;144;01:00;144;02:15;144;02:15;144;08:30;144;08:30;144;10:05
S014;2514;32.0;199.9;7.0;0;0;0;144;01:50;94.17;0.0;1.33;95.5;0.0;0.83;0.83;93.0;149;02:40;153;03:45;BERÇO TIPLAM 3;TIPLAM - GSA - E;GSA - E;BERÇO TIPLAM 3;148;01:20;148;03:45;148;03:45;152;00:45;152;01:35;152;03:30
S014;2515;48.0;333.17;14.3;0;0;0;144;02:30;19.0;0.0;0.08;19.08;0.0;0.0;0.0;20.833333333333332;144;05:16;145;07:49;BERÇO DPW 1;DPW - CGC;CGC;BERÇO DPW 1;144;21:35;144;22:50;144;22:50;145;19:40;145;19:40;145;21:15
S014;2516;48.0;299.0;11.3;0;0;0;144;06:00;20.75;13.75;0.0;34.5;0.0;0.0;0.0;22.916666666666668;146;02:25;147;03:56;BERÇO BTP 3;BTP;CGC;BERÇO BTP 1;145;16:30;145;18:15;145;18:15;146;17:10;146;17:10;146;18:35
S014;2517;27.0;179.53;7.4;0;0;0;144;10:30;0.25;0.0;3.58;3.83;0.17;0.0;0.17;49.333333333333336;144;11:40;146;14:40;BERÇO AL 04;OUTROS_ALAMOA;CGNC;BERÇO AL 04;144;14:20;144;16:10;144;16:10;146;17:30;146;17:40;146;19:10
S014;2518;32.0;199.98;6.6;0;0;0;144;11:18;252.67;3.17;0.0;255.83;0.0;0.0;0.0;27.583333333333332;156;20:45;158;03:45;BERÇO ARM 16/17;TGRAO;GSA - E;BERÇO ARM 19;155;03:10;155;04:30;155;04:30;156;08:05;156;08:05;156;09:05
S014;2519;43.0;254.0;7.5;0;0;0;144;12:00;35.0;0.92;0.33;36.25;0.0;0.0;0.0;34.916666666666664;147;10:15;148;23:15;BERÇO ARM 37;AUTORIDADE_PONTA;CGNC;BERÇO ARM 37;146;00:15;146;01:15;146;01:15;147;12:10;147;12:10;147;12:50
S014;2520;48.0;330.08;14.25;0;0;0;144;12:13;9.25;0.0;0.0;9.25;0.0;0.0;0.0;32.666666666666664;144;21:56;146;10:50;BERÇO BTP 2;BTP;CGC;BERÇO BTP 3;144;21:30;144;22:55;144;22:55;146;07:35;146;07:35;146;09:20
S014;2521;32.25;294.0;11.5;0;0;0;144;12:30;0.25;0.0;1.42;1.67;0.0;0.0;0.0;24.083333333333332;144;13:27;145;17:32;BERÇO TECON 3;SANTOSBR;CGC;BERÇO TECON 1.2;144;14:10;144;15:00;144;15:00;145;15:05;145;15:05;145;16:15
S014;2522;32.0;228.99;8.16;0;0;0;144;13:40;0.33;9.0;1.92;11.25;0.0;0.0;0.0;55.416666666666664;144;14:25;147;05:40;BERÇO CUTRALE;CUTRALE - GSA - E;GSA - E;BERÇO CUTRALE;145;00:55;145;01:55;145;01:55;147;09:20;147;09:20;147;10:00
S014;2523;33.0;229.0;13.41;0;0;0;144;14:00;61.92;15.58;16.08;93.58;5.0;0.17;5.17;2.8333333333333335;144;14:42;144;22:37;BERÇO TGG;TGG;GSA - E;BERÇO TGG;148;11:35;148;12:40;148;12:40;148;15:30;148;20:40;148;21:25
S014;2524;30.0;180.0;9.7;0;0;0;144;14:48;0.0;0.0;0.08;0.08;0.0;0.0;0.0;62.833333333333336;144;16:48;147;15:14;BERÇO TIPLAM 4;TIPLAM - GSM - I;GSM - I;BERÇO TIPLAM 1;144;14:55;144;16:50;144;16:50;147;07:40;147;07:40;147;10:05
S014;2525;27.0;158.98;8.3;0;0;0;144;16:30;7.5;0.0;0.42;7.92;0.0;0.5;0.5;25.666666666666668;146;11:23;147;16:16;BERÇO IB BC;AGEO_TERMINAIS;GL;BERÇO IB SP;145;00:25;145;01:45;145;01:45;146;03:25;146;03:55;146;05:35
S014;2526;26.0;177.0;8.69;0;0;0;144;21:35;0.0;0.0;0.08;0.08;0.0;1.92;1.92;240.66666666666666;144;22:25;155;03:27;BERÇO ARM 35P1;OUTROS_MACUCO;CGNC;BERÇO ARM 31;144;21:40;144;22:30;144;22:30;154;23:10;155;01:05;155;02:15
S014;2527;30.0;222.15;9.7;0;0;0;144;22:42;0.0;0.0;1.5;1.5;0.0;0.0;0.0;7.333333333333333;145;16:23;146;06:55;BERÇO TECON 2;SANTOSBR;CGC;BERÇO TECON 3;145;00:15;145;01:05;145;01:05;145;08:25;145;08:25;145;09:35
S014;2528;48.0;299.9;10.9;0;0;0;144;23:00;0.0;0.0;1.5;1.5;0.0;0.25;0.25;17.666666666666668;145;20:50;146;21:10;BERÇO TECON 3;SANTOSBR;CGC;BERÇO TECON 2;145;00:30;145;01:20;145;01:20;145;19:00;145;19:15;145;20:25
S014;2529;25.0;169.06;6.6;0;0;0;145;01:42;0.0;0.0;0.42;0.42;0.0;0.0;0.0;84.75;146;09:15;150;18:15;BERÇO IB SP;AGEO_TERMINAIS;GL;BERÇO Ageo I;145;02:10;145;03:50;145;03:50;148;16:35;148;16:35;148;17:55
S014;2530;32.0;229.0;13.29;0;0;0;145;02:30;2.58;11.5;0.0;14.08;3.33;1.5;4.83;3.0;145;03:30;145;10:50;BERÇO TGG;TGG;GSA - E;BERÇO TGG;145;16:35;145;17:40;145;17:40;145;20:40;146;01:30;146;02:15
S014;2531;32.0;260.66;11.5;0;0;0;145;03:00;0.0;0.0;0.0;0.0;1.33;0.0;1.33;9.166666666666666;145;04:40;145;16:36;BERÇO DPW 2;DPW - CGC;CGC;BERÇO DPW 2;145;03:00;145;04:35;145;04:35;145;13:45;145;15:05;145;16:20
S014;2532;25.0;156.53;6.6;0;0;0;145;05:30;0.0;0.0;0.0;0.0;0.0;0.83;0.83;35.666666666666664;145;06:50;147;02:15;BERÇO IB OE;AGEO_TERMINAIS;GL;BERÇO IB BC;145;05:30;145;07:10;145;07:10;146;18:50;146;19:40;146;21:00
S014;2533;49.0;299.93;9.5;0;0;0;145;10:00;0.0;1.33;0.0;1.33;0.0;0.0;0.0;16.166666666666668;146;10:45;147;05:48;BERÇO TECON 2;SANTOSBR;CGC;BERÇO TECON 3;145;11:20;145;12:10;145;12:10;146;04:20;146;04:20;146;05:30
S014;2534;32.0;228.99;6.53;0;0;0;145;10:00;232.17;4.08;0.0;236.25;0.0;0.0;0.0;26.666666666666668;156;10:20;157;17:59;BERÇO ARM 20/21;AUTORIDADE_OUT;CGNC;BERÇO ARM 20/21;155;06:15;155;07:35;155;07:35;156;10:15;156;10:15;156;11:15
S014;2535;32.0;229.0;7.6;0;0;0;145;12:00;137.0;2.08;0.0;139.08;19.5;0.0;19.5;69.5;151;21:30;154;22:10;BERÇO TGG;TGG;GSA - E;BERÇO TGG;151;07:05;151;08:10;151;08:10;154;05:40;155;01:10;155;01:55
S014;2536;32.0;228.99;7.22;0;0;0;145;12:30;138.42;0.08;0.0;138.5;9.83;0.42;10.25;79.0;152;22:00;156;07:41;BERÇO ARM 20/21;AUTORIDADE_OUT;CGNC;BERÇO ARM 20/21;151;07:00;151;08:20;151;08:20;154;15:20;155;01:35;155;02:35
S014;2537;32.0;214.0;8.1;0;0;1;145;14:40;1.92;7.42;14.83;24.17;0.0;0.0;0.0;4.5;145;16:43;146;10:45;BERÇO VAL;TEV;RORO;BERÇO TEV;146;14:50;146;15:45;146;15:45;146;20:15;146;20:15;146;21:30
S014;2538;32.0;225.0;7.1;0;0;0;145;15:00;11.67;1.08;18.0;30.75;0.0;0.0;0.0;60.583333333333336;147;20:17;150;17:23;BERÇO TEG;TEG;GSA - E;BERÇO TEG;146;21:45;146;22:50;146;22:50;149;11:25;149;11:25;149;12:10
S014;2539;40.04;275.0;11.0;0;0;0;145;15:45;6.92;0.0;4.75;11.67;0.0;0.0;0.0;20.166666666666668;147;01:25;148;02:03;BERÇO TECON 3;OUTROS_SANTOSBR;CGNC;BERÇO TECON 3;146;03:25;146;04:35;146;04:35;147;00:45;147;00:45;147;01:35
S014;2540;30.0;199.2;9.4;0;0;0;145;16:18;31.67;23.08;1.08;55.83;0.0;0.67;0.67;29.0;148;16:36;149;23:35;BERÇO DPW 3;DPW - CGNC;CGNC;BERÇO DPW 4;148;00:10;148;01:40;148;01:40;149;06:40;149;07:20;149;08:30
S014;2541;30.0;208.85;9.4;0;0;0;145;17:00;0.0;0.0;0.08;0.08;0.0;0.25;0.25;18.833333333333332;145;19:45;146;16:41;BERÇO TECON 1.2;SANTOSBR;CGC;BERÇO TECON 1.2;145;17:05;145;17:55;145;17:55;146;12:45;146;13:00;146;14:10
S014;2542;40.0;272.05;10.2;0;0;0;145;19:00;0.0;0.0;0.0;0.0;0.0;0.33;0.33;16.166666666666668;145;21:00;146;16:03;BERÇO DPW 2;DPW - CGC;CGC;BERÇO DPW 2;145;19:00;145;20:15;145;20:15;146;12:25;146;12:45;146;14:20
S014;2543;36.0;236.32;7.9;0;0;0;145;20:40;0.0;0.0;1.0;1.0;0.0;0.33;0.33;10.5;146;14:18;147;21:45;BERÇO VAL;AUTORIDADE_SABOO;CGNC;BERÇO VAL;145;21:40;145;23:00;145;23:00;146;09:30;146;09:50;146;11:30
S014;2544;32.0;183.06;9.0;0;0;0;145;23:10;0.0;0.83;15.0;15.83;0.0;3.42;3.42;48.5;145;23:50;148;06:20;BERÇO Ageo I;AGEO_TERMINAIS;GL;BERÇO IB OE;146;15:00;146;16:20;146;16:20;148;16:50;148;20:15;148;21:55
S014;2545;32.0;183.31;7.1;0;0;0;146;00:28;0.0;0.0;0.25;0.25;0.0;3.5;3.5;46.5;146;01:50;148;04:00;BERÇO AL 02;TRANSPETRO;GL;BERÇO AL 01;146;00:45;146;02:35;146;02:35;148;01:05;148;04:35;148;06:05
S014;2546;46.0;299.9;12.48;0;0;0;146;01:30;0.0;0.0;4.25;4.25;0.0;1.58;1.58;26.916666666666668;146;03:00;147;10:27;BERÇO DPW 1;DPW - CGC;CGC;BERÇO DPW 1;146;05:45;146;07:00;146;07:00;147;09:55;147;11:30;147;13:05
S014;2547;26.0;170.17;7.9;0;0;0;146;01:45;0.0;0.0;0.83;0.83;0.0;1.33;1.33;58.833333333333336;146;03:00;149;15:05;BERÇO AL 03;OUTROS_ALAMOA;CGNC;BERÇO AL 02;146;02:35;146;04:25;146;04:25;148;15:15;148;16:35;148;18:05
S014;2548;32.0;229.0;7.89;0;0;0;146;02:06;0.67;0.0;0.75;1.42;0.58;1.17;1.75;80.83333333333333;146;03:00;149;14:40;BERÇO ARM 38;OUTROS_PONTA;CGNC;BERÇO ARM 38;146;03:35;146;04:35;146;04:35;149;13:25;149;15:10;149;15:50
S014;2549;32.0;226.8;9.3;0;0;0;146;04:42;0.0;0.0;1.08;1.08;2.08;0.0;2.08;14.916666666666666;146;10:05;148;09:10;BERÇO ARM 34;OUTROS_LIBRA;CGNC;BERÇO ARM 34;146;05:50;146;07:00;146;07:00;146;21:55;147;00:00;147;00:50
S014;2550;32.0;229.0;7.35;0;0;0;146;04:45;141.42;2.17;0.0;143.58;13.75;0.0;13.75;54.083333333333336;153;02:15;155;14:15;BERÇO ARM 39;ADM;GSA - E;BERÇO ARM 39;152;04:20;152;05:20;152;05:20;154;11:25;155;01:10;155;01:50
S014;2551;22.0;119.9;8.0;0;0;0;146;06:00;0.0;3.58;0.0;3.58;0.0;0.33;0.33;70.83333333333333;147;08:48;150;13:11;BERÇO IB OE;AGEO_TERMINAIS;GL;BERÇO IB SP;146;09:35;146;11:15;146;11:15;149;10:05;149;10:25;149;11:45
S014;2552;30.0;180.0;6.86;0;0;0;146;09:35;254.42;0.0;0.42;254.83;0.0;0.0;0.0;69.66666666666667;158;15:30;161;20:30;BERÇO TEAG;TEAG;GSA - E;BERÇO TEAG;157;00:25;157;01:30;157;01:30;159;23:10;159;23:10;159;23:55
S014;2553;32.0;229.97;8.7;0;0;1;146;11:00;14.33;40.92;0.0;55.25;4.17;0.67;4.83;37.333333333333336;148;15:12;150;10:18;BERÇO TEV;TEV;RORO;BERÇO TEV;148;18:15;148;19:30;148;19:30;150;08:50;150;13:40;150;14:35
S014;2554;28.0;175.1;9.1;0;0;0;146;12:45;0.0;0.0;0.0;0.0;0.0;0.25;0.25;13.0;146;14:18;147;05:47;BERÇO BTP 2;BTP;CGC;BERÇO BTP 2;146;12:45;146;14:30;146;14:30;147;03:30;147;03:45;147;05:10
S014;2555;25.0;145.0;8.3;0;0;0;146;13:30;34.5;0.0;0.0;34.5;6.08;0.5;6.58;66.16666666666667;149;17:25;152;15:25;BERÇO AL 03;ULTRACARGO;GL;BERÇO AL 04;148;00:00;148;01:30;148;01:30;150;19:40;151;02:15;151;04:05
S014;2556;32.0;183.06;7.3;0;0;0;146;15:00;0.5;3.75;0.0;4.25;0.0;0.0;0.0;18.75;146;16:25;147;14:50;BERÇO AL 04;OUTROS_ALAMOA;CGNC;BERÇO AL 04;146;19:15;146;20:45;146;20:45;147;15:30;147;15:30;147;17:20
S014;2557;32.0;257.38;8.4;0;0;0;146;15:30;0.0;0.0;0.0;0.0;0.0;0.92;0.92;9.666666666666666;147;20:44;148;07:40;BERÇO DPW 2;DPW - CGC;CGC;BERÇO DPW 2;146;15:30;146;16:45;146;16:45;147;02:25;147;03:20;147;04:55
S014;2558;32.0;294.12;12.9;0;0;0;146;17:00;3.42;24.33;0.0;27.75;0.0;2.75;2.75;19.25;146;19:15;147;16:34;BERÇO DPW 2;DPW - CGC;CGC;BERÇO DPW 2;147;20:45;147;22:00;147;22:00;148;17:15;148;20:00;148;21:35
S014;2559;19.0;88.9;5.8;0;0;0;146;18:35;0.0;0.0;0.83;0.83;0.0;0.0;0.0;51.583333333333336;146;18:45;148;22:25;BERÇO SAIPEM 2;SAIPEM;CGNC;BERÇO SAIPEM 1;146;19:25;146;20:15;146;20:15;148;23:50;148;23:50;149;00:20
