SCENARIO_ID;ARRIVAL_ID;BEAM;LENGTH;DRAFT;IS_NEW_PANAMAX;IS_PASSENGER;IS_RORO;ARRIVAL_D;ARRIVAL_H;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;BERTH_ID;BERTH;IN_SEG1_ARR_D;IN_SEG1_ARR_H;IN_SEG1_DP_D;IN_SEG1_DP_H;IN_SEG2_ARR_D;IN_SEG2_ARR_H;IN_SEG2_DP_D;IN_SEG2_DP_H;IN_SEG3_ARR_D;IN_SEG3_ARR_H;IN_SEG3_DP_D;IN_SEG3_DP_H;IN_SEG4_ARR_D;IN_SEG4_ARR_H;IN_SEG4_DP_D;IN_SEG4_DP_H;IN_SEG5_ARR_D;IN_SEG5_ARR_H;IN_SEG5_DP_D;IN_SEG5_DP_H;IN_SEG6_ARR_D;IN_SEG6_ARR_H;IN_SEG6_DP_D;IN_SEG6_DP_H;IN_SEG7_ARR_D;IN_SEG7_ARR_H;IN_SEG7_DP_D;IN_SEG7_DP_H;IN_SEG8_ARR_D;IN_SEG8_ARR_H;IN_SEG8_DP_D;IN_SEG8_DP_H;IN_SEG9_ARR_D;IN_SEG9_ARR_H;IN_SEG9_DP_D;IN_SEG9_DP_H;IN_SEG10_ARR_D;IN_SEG10_ARR_H;IN_SEG10_DP_D;IN_SEG10_DP_H;IN_SEG11_ARR_D;IN_SEG11_ARR_H;IN_SEG11_DP_D;IN_SEG11_DP_H;IN_SEG12_ARR_D;IN_SEG12_ARR_H;IN_SEG12_DP_D;IN_SEG12_DP_H;IN_SEG13_ARR_D;IN_SEG13_ARR_H;IN_SEG13_DP_D;IN_SEG13_DP_H;IN_SEG14_ARR_D;IN_SEG14_ARR_H;IN_SEG14_DP_D;IN_SEG14_DP_H;IN_SEG15_ARR_D;IN_SEG15_ARR_H;IN_SEG15_DP_D;IN_SEG15_DP_H;IN_SEG16_ARR_D;IN_SEG16_ARR_H;IN_SEG16_DP_D;IN_SEG16_DP_H;IN_SEG17_ARR_D;IN_SEG17_ARR_H;IN_SEG17_DP_D;IN_SEG17_DP_H;BERTH_ARR_D;BERTH_ARR_H;OPERATION_START_D;OPERATION_START_H;OPERATION_END_D;OPERATION_END_H;BERTH_DP_D;BERTH_DP_H;OUT_SEG17_ARR_D;OUT_SEG17_ARR_H;OUT_SEG17_DP_D;OUT_SEG17_DP_H;OUT_SEG16_ARR_D;OUT_SEG16_ARR_H;OUT_SEG16_DP_D;OUT_SEG16_DP_H;OUT_SEG15_ARR_D;OUT_SEG15_ARR_H;OUT_SEG15_DP_D;OUT_SEG15_DP_H;OUT_SEG14_ARR_D;OUT_SEG14_ARR_H;OUT_SEG14_DP_D;OUT_SEG14_DP_H;OUT_SEG13_ARR_D;OUT_SEG13_ARR_H;OUT_SEG13_DP_D;OUT_SEG13_DP_H;OUT_SEG12_ARR_D;OUT_SEG12_ARR_H;OUT_SEG12_DP_D;OUT_SEG12_DP_H;OUT_SEG11_ARR_D;OUT_SEG11_ARR_H;OUT_SEG11_DP_D;OUT_SEG11_DP_H;OUT_SEG10_ARR_D;OUT_SEG10_ARR_H;OUT_SEG10_DP_D;OUT_SEG10_DP_H;OUT_SEG9_ARR_D;OUT_SEG9_ARR_H;OUT_SEG9_DP_D;OUT_SEG9_DP_H;OUT_SEG8_ARR_D;OUT_SEG8_ARR_H;OUT_SEG8_DP_D;OUT_SEG8_DP_H;OUT_SEG7_ARR_D;OUT_SEG7_ARR_H;OUT_SEG7_DP_D;OUT_SEG7_DP_H;OUT_SEG6_ARR_D;OUT_SEG6_ARR_H;OUT_SEG6_DP_D;OUT_SEG6_DP_H;OUT_SEG5_ARR_D;OUT_SEG5_ARR_H;OUT_SEG5_DP_D;OUT_SEG5_DP_H;OUT_SEG4_ARR_D;OUT_SEG4_ARR_H;OUT_SEG4_DP_D;OUT_SEG4_DP_H;OUT_SEG3_ARR_D;OUT_SEG3_ARR_H;OUT_SEG3_DP_D;OUT_SEG3_DP_H;OUT_SEG2_ARR_D;OUT_SEG2_ARR_H;OUT_SEG2_DP_D;OUT_SEG2_DP_H;OUT_SEG1_ARR_D;OUT_SEG1_ARR_H;OUT_SEG1_DP_D;OUT_SEG1_DP_H;NON_PRODUCTIVE_TIME_SPENT
S005;86;35.0;185.99;9.2;0;0;0;6;03:00;0.08;0.0;0.0;0.08;55;BERÇO TECON 3;6;03:05;6;03:25;6;03:25;6;03:30;6;03:30;6;03:35;6;03:35;6;03:40;;;;;6;03:40;6;03:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;03:50;6;03:50;6;15:09;6;15:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;15:10;6;15:40;;;;;6;15:40;6;15:45;6;15:45;6;15:50;6;15:50;6;15:55;6;15:55;6;16:15;
S005;88;26.0;157.4;6.1;0;0;0;6;13:30;0.08;0.0;0.17;0.25;40;BERÇO CUTRALE;6;13:45;6;14:05;6;14:05;6;14:10;6;14:10;6;14:15;6;14:15;6;14:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;14:45;6;14:45;8;00:02;8;00:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;00:05;8;00:15;8;00:15;8;00:20;8;00:20;8;00:25;8;00:25;8;00:45;
S005;89;32.0;199.98;8.53;0;0;0;6;12:00;0.08;0.0;0.83;0.92;72;BERÇO OUT 3;6;12:55;6;13:15;6;13:15;6;13:20;6;13:20;6;13:25;6;13:25;6;13:30;;;;;6;13:30;6;13:35;6;13:35;6;14:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;14:05;6;14:05;8;22:25;8;22:25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;22:25;8;22:35;8;22:35;8;22:40;;;;;8;22:40;8;22:45;8;22:45;8;22:50;8;22:50;8;22:55;8;22:55;8;23:15;
S005;90;32.3;189.99;6.19;0;0;0;6;07:00;0.08;0.0;1.0;1.08;61;BERÇO TIPLAM 2;6;08:05;6;08:25;6;08:25;6;08:30;6;08:30;6;08:35;6;08:35;6;08:40;;;;;6;08:40;6;08:45;6;08:45;6;08:50;;;;;;;;;;;;;6;08:50;6;08:55;6;08:55;6;09:00;6;09:00;6;09:05;6;09:05;6;09:10;;;;;6;09:10;6;09:25;6;09:25;6;10:05;6;10:05;6;10:05;8;23:35;9;00:00;9;00:00;9;00:10;9;00:10;9;00:25;;;;;9;00:25;9;00:30;9;00:30;9;00:35;9;00:35;9;00:40;9;00:40;9;00:45;;;;;;;;;;;;;9;00:45;9;00:50;9;00:50;9;00:55;;;;;9;00:55;9;01:00;9;01:00;9;01:05;9;01:05;9;01:10;9;01:10;9;01:30;
S005;91;32.0;186.07;8.2;0;0;0;7;20:04;0.93;29.0;0.0;29.93;47;BERÇO IB SP;9;02:00;9;02:20;9;02:20;9;02:25;9;02:25;9;02:30;9;02:30;9;02:35;;;;;9;02:35;9;02:40;9;02:40;9;02:45;;;;;;;;;;;;;9;02:45;9;02:50;9;02:50;9;03:00;;;;;;;;;;;;;;;;;;;;;9;03:00;9;03:00;10;18:35;10;19:05;;;;;;;;;;;;;;;;;;;;;10;19:05;10;19:35;10;19:35;10;19:40;;;;;;;;;;;;;10;19:40;10;19:45;10;19:45;10;19:50;;;;;10;19:50;10;19:55;10;19:55;10;20:00;10;20:00;10;20:05;10;20:05;10;20:25;
S005;92;32.0;204.38;11.43;0;0;0;7;17:30;1.33;75.92;0.0;77.25;70;BERÇO VAL;10;22:45;10;23:05;10;23:05;10;23:10;10;23:10;10;23:15;10;23:15;10;23:20;;;;;10;23:20;10;23:25;10;23:25;10;23:30;;;;;;;;;;;;;10;23:30;10;23:35;10;23:35;10;23:45;;;;;;;;;;;;;;;;;;;;;10;23:45;10;23:45;12;01:48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S005;93;32.0;260.66;11.5;0;0;0;7;04:20;0.08;0.0;0.0;0.08;33;BERÇO BTP 2;7;04:25;7;04:45;7;04:45;7;04:50;7;04:50;7;04:55;7;04:55;7;05:00;;;;;7;05:00;7;05:05;7;05:05;7;05:10;;;;;;;;;;;;;7;05:10;7;05:15;7;05:15;7;05:20;7;05:20;7;05:30;;;;;;;;;;;;;;;;;7;05:30;7;05:30;8;00:23;8;00:25;;;;;;;;;;;;;;;;;8;00:25;8;00:55;8;00:55;8;01:00;8;01:00;8;01:05;;;;;;;;;;;;;8;01:05;8;01:10;8;01:10;8;01:15;;;;;8;01:15;8;01:20;8;01:20;8;01:25;8;01:25;8;01:30;8;01:30;8;01:50;
S005;97;22.0;189.99;11.62;0;0;0;7;20:30;0.08;0.0;1.17;1.25;29;BERÇO ARM 38;7;21:45;7;22:05;7;22:05;7;22:10;7;22:10;7;22:15;7;22:15;7;22:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;22:45;7;22:45;9;11:32;9;11:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;11:35;9;11:45;9;11:45;9;11:50;9;11:50;9;11:55;9;11:55;9;12:15;
S005;99;37.0;227.92;9.9;0;0;0;7;12:30;0.08;0.0;0.0;0.08;54;BERÇO TECON 2;7;12:35;7;12:55;7;12:55;7;13:00;7;13:00;7;13:05;7;13:05;7;13:10;;;;;7;13:10;7;13:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;13:40;7;13:40;7;18:29;7;18:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;18:30;7;18:40;;;;;7;18:40;7;18:45;7;18:45;7;18:50;7;18:50;7;18:55;7;18:55;7;19:15;
S005;100;29.0;175.53;9.94;0;0;0;7;01:00;0.08;0.0;0.0;0.08;60;BERÇO TIPLAM 1;7;01:05;7;01:25;7;01:25;7;01:30;7;01:30;7;01:35;7;01:35;7;01:40;;;;;7;01:40;7;01:45;7;01:45;7;01:50;;;;;;;;;;;;;7;01:50;7;01:55;7;01:55;7;02:00;7;02:00;7;02:05;7;02:05;7;02:10;;;;;7;02:10;7;02:25;7;02:25;7;02:35;7;02:35;7;02:35;13;17:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S005;102;35.0;228.95;7.3;0;0;0;8;21:00;0.08;0.0;0.0;0.08;28;BERÇO ARM 37;8;21:05;8;21:25;8;21:25;8;21:30;8;21:30;8;21:35;8;21:35;8;22:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;22:05;8;22:05;10;21:53;10;22:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;22:00;10;22:10;10;22:10;10;22:15;10;22:15;10;22:20;10;22:20;10;22:40;
S005;103;32.0;213.88;8.5;0;0;0;8;07:30;0.08;0.0;0.0;0.08;34;BERÇO BTP 3;8;07:35;8;07:55;8;07:55;8;08:00;8;08:00;8;08:05;8;08:05;8;08:10;;;;;8;08:10;8;08:15;8;08:15;8;08:20;;;;;;;;;;;;;8;08:20;8;08:25;8;08:25;8;08:30;8;08:30;8;08:40;;;;;;;;;;;;;;;;;8;08:40;8;08:40;9;00:52;9;02:00;;;;;;;;;;;;;;;;;9;02:00;9;02:30;9;02:30;9;02:35;9;02:35;9;02:40;;;;;;;;;;;;;9;02:40;9;02:45;9;02:45;9;02:50;;;;;9;02:50;9;02:55;9;02:55;9;03:00;9;03:00;9;03:05;9;03:05;9;03:25;
S005;107;9.0;210.54;8.3;0;0;0;8;05:10;0.08;0.0;0.0;0.08;43;BERÇO DPW 2;8;05:15;8;05:35;8;05:35;8;05:40;8;05:40;8;05:45;8;05:45;8;05:50;;;;;8;05:50;8;05:55;8;05:55;8;06:00;;;;;;;;;;;;;8;06:00;8;06:30;;;;;;;;;;;;;;;;;;;;;;;;;8;06:30;8;06:30;9;05:34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S005;110;38.0;229.2;7.9;0;0;0;8;07:45;0.08;0.0;0.17;0.25;10;BERÇO ARM 13/14;8;08:00;8;08:20;8;08:20;8;08:25;8;08:25;8;08:30;8;08:30;8;08:35;;;;;8;08:35;8;08:40;8;08:40;8;08:45;;;;;8;08:45;8;09:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;09:15;8;09:15;13;14:04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S005;111;28.0;179.99;9.33;0;0;0;8;09:00;0.08;0.0;0.0;0.08;36;BERÇO CS 01;8;09:05;8;09:25;8;09:25;8;09:30;8;09:30;8;09:35;8;09:35;8;09:40;;;;;8;09:40;8;09:45;8;09:45;8;09:50;;;;;;;;;;;;;8;09:50;8;09:55;8;09:55;8;10:05;;;;;;;;;;;;;;;;;;;;;8;10:05;8;10:05;15;09:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S005;112;33.0;177.9;8.2;0;0;0;8;13:20;0.08;0.0;0.08;0.17;48;BERÇO SAIPEM 1;8;13:30;8;13:50;8;13:50;8;14:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;14:20;8;14:20;14;14:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S005;113;32.0;231.0;11.5;0;0;0;8;10:00;0.08;0.0;0.0;0.08;55;BERÇO TECON 3;8;10:05;8;10:25;8;10:25;8;10:30;8;10:30;8;10:35;8;10:35;8;10:40;;;;;8;10:40;8;10:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;10:50;8;10:50;9;05:39;9;06:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;06:30;9;07:00;;;;;9;07:00;9;07:05;9;07:05;9;07:10;9;07:10;9;07:15;9;07:15;9;07:35;
S005;114;40.0;272.05;10.05;0;0;0;8;02:00;0.08;0.0;0.0;0.08;53;BERÇO TECON 1.2;8;02:05;8;02:25;8;02:25;8;02:30;8;02:30;8;02:35;8;02:35;8;02:40;;;;;8;02:40;8;02:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;02:50;8;02:50;8;15:39;8;15:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;15:40;8;16:10;;;;;8;16:10;8;16:15;8;16:15;8;16:20;8;16:20;8;16:25;8;16:25;8;16:45;
S005;115;25.0;182.47;7.6;0;0;0;8;13:00;0.08;0.0;0.0;0.08;52;BERÇO TECON 1.1;8;13:05;8;13:25;8;13:25;8;13:30;8;13:30;8;13:35;8;13:35;8;13:40;;;;;8;13:40;8;13:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;13:50;8;13:50;9;22:38;9;22:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;22:40;9;23:10;;;;;9;23:10;9;23:15;9;23:15;9;23:20;9;23:20;9;23:25;9;23:25;9;23:45;
S005;116;24.0;146.6;5.8;0;0;0;8;19:54;0.0;0.0;0.02;0.02;3;BERÇO AL 02;8;19:55;8;20:15;8;20:15;8;20:20;8;20:20;8;20:25;8;20:25;8;20:30;;;;;8;20:30;8;20:35;8;20:35;8;20:40;;;;;;;;;;;;;8;20:40;8;20:45;8;20:45;8;20:50;8;20:50;8;20:55;8;20:55;8;21:25;;;;;;;;;;;;;8;21:25;8;21:25;9;15:35;9;15:35;;;;;;;;;;;;;9;15:35;9;15:45;9;15:45;9;15:50;9;15:50;9;15:55;9;15:55;9;16:00;;;;;;;;;;;;;9;16:00;9;16:05;9;16:05;9;16:10;;;;;9;16:10;9;16:15;9;16:15;9;16:20;9;16:20;9;16:25;9;16:25;9;16:45;
S005;117;21.0;134.75;7.9;0;0;0;9;04:23;0.08;4.28;0.0;4.37;1;BERÇO Ageo I;9;08:45;9;09:05;9;09:05;9;09:10;9;09:10;9;09:15;9;09:15;9;09:20;;;;;9;09:20;9;09:25;9;09:25;9;09:30;;;;;;;;;;;;;9;09:30;9;09:35;9;09:35;9;09:45;;;;;;;;;;;;;;;;;;;;;9;09:45;9;09:45;11;11:33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S005;118;45.0;299.9;10.1;0;0;0;9;20:54;0.0;0.0;0.02;0.02;34;BERÇO BTP 3;9;20:55;9;21:15;9;21:15;9;21:20;9;21:20;9;21:25;9;21:25;9;21:30;;;;;9;21:30;9;21:35;9;21:35;9;21:40;;;;;;;;;;;;;9;21:40;9;21:45;9;21:45;9;21:50;9;21:50;9;22:00;;;;;;;;;;;;;;;;;9;22:00;9;22:00;10;13:34;10;13:35;;;;;;;;;;;;;;;;;10;13:35;10;14:05;10;14:05;10;14:10;10;14:10;10;14:15;;;;;;;;;;;;;10;14:15;10;14:20;10;14:20;10;14:25;;;;;10;14:25;10;14:30;10;14:30;10;14:35;10;14:35;10;14:40;10;14:40;10;15:00;
S005;122;36.0;199.99;8.65;0;0;0;9;17:30;0.08;0.0;0.0;0.08;26;BERÇO ARM 34;9;17:35;9;17:55;9;17:55;9;18:00;9;18:00;9;18:05;9;18:05;9;18:10;;;;;9;18:10;9;18:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;18:40;9;18:40;11;01:26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S005;124;32.23;183.05;8.8;0;0;0;9;07:45;0.08;9.0;0.0;9.08;3;BERÇO AL 02;9;16:50;9;17:10;9;17:10;9;17:15;9;17:15;9;17:20;9;17:20;9;17:25;;;;;9;17:25;9;17:30;9;17:30;9;17:35;;;;;;;;;;;;;9;17:35;9;17:40;9;17:40;9;17:45;9;17:45;9;17:50;9;17:50;9;18:20;;;;;;;;;;;;;9;18:20;9;18:20;10;22:14;10;22:20;;;;;;;;;;;;;10;22:20;10;22:30;10;22:30;10;22:35;10;22:35;10;22:40;10;22:40;10;22:45;;;;;;;;;;;;;10;22:45;10;22:50;10;22:50;10;22:55;;;;;10;22:55;10;23:00;10;23:00;10;23:05;10;23:05;10;23:10;10;23:10;10;23:30;
S005;125;27.4;183.98;7.4;0;0;0;9;06:06;0.08;0.0;0.15;0.23;2;BERÇO AL 01;9;06:20;9;06:40;9;06:40;9;06:45;9;06:45;9;06:50;9;06:50;9;06:55;;;;;9;06:55;9;07:00;9;07:00;9;07:05;;;;;;;;;;;;;9;07:05;9;07:10;9;07:10;9;07:15;9;07:15;9;07:20;9;07:20;9;07:50;;;;;;;;;;;;;9;07:50;9;07:50;10;13:50;10;14:40;;;;;;;;;;;;;10;14:40;10;14:50;10;14:50;10;14:55;10;14:55;10;15:00;10;15:00;10;15:05;;;;;;;;;;;;;10;15:05;10;15:10;10;15:10;10;15:15;;;;;10;15:15;10;15:20;10;15:20;10;15:25;10;15:25;10;15:30;10;15:30;10;15:50;
S005;126;19.0;88.8;4.9;0;0;0;9;14:05;0.08;0.0;0.0;0.08;49;BERÇO SAIPEM 2;9;14:10;9;14:30;9;14:30;9;15:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;15:00;9;15:00;12;01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S005;127;37.0;255.0;10.3;0;0;0;9;05:30;0.08;0.0;0.0;0.08;54;BERÇO TECON 2;9;05:35;9;05:55;9;05:55;9;06:00;9;06:00;9;06:05;9;06:05;9;06:10;;;;;9;06:10;9;06:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;06:20;9;06:20;9;21:55;9;21:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;21:55;9;22:25;;;;;9;22:25;9;22:30;9;22:30;9;22:35;9;22:35;9;22:40;9;22:40;9;23:00;
S005;134;30.0;199.2;11.15;0;0;0;10;15:00;0.08;0.0;0.0;0.08;73;BERÇO ARM 35P1;10;15:05;10;15:25;10;15:25;10;15:30;10;15:30;10;15:35;10;15:35;10;15:40;10;15:40;10;16:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;16:10;10;16:10;11;04:27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S005;136;28.0;186.36;9.0;0;0;0;10;06:00;0.08;0.0;0.0;0.08;55;BERÇO TECON 3;10;06:05;10;06:25;10;06:25;10;06:30;10;06:30;10;06:35;10;06:35;10;06:40;;;;;10;06:40;10;07:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;07:10;10;07:10;10;19:11;10;19:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;19:15;10;19:25;;;;;10;19:25;10;19:30;10;19:30;10;19:35;10;19:35;10;19:40;10;19:40;10;20:00;
S005;137;32.0;258.89;9.0;0;0;0;10;01:42;0.0;0.0;0.05;0.05;52;BERÇO TECON 1.1;10;01:45;10;02:05;10;02:05;10;02:10;10;02:10;10;02:15;10;02:15;10;02:20;;;;;10;02:20;10;02:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;02:30;10;02:30;10;03:55;10;03:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;03:55;10;04:25;;;;;10;04:25;10;04:30;10;04:30;10;04:35;10;04:35;10;04:40;10;04:40;10;05:00;
S005;140;28.0;179.87;8.5;0;0;0;10;08:45;0.08;0.0;0.0;0.08;61;BERÇO TIPLAM 2;10;08:50;10;09:10;10;09:10;10;09:15;10;09:15;10;09:20;10;09:20;10;09:25;;;;;10;09:25;10;09:30;10;09:30;10;09:35;;;;;;;;;;;;;10;09:35;10;09:40;10;09:40;10;09:45;10;09:45;10;09:50;10;09:50;10;09:55;;;;;10;09:55;10;10:10;10;10:10;10;10:20;10;10:20;10;10:20;11;06:02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
